passage,reading_level
"There had been a time when Nancy would have rejoiced greatly at this extraordinary opportunity to see something of the House of Mystery and its master. But to-day her heart was too heavy to, rejoice at anything. She scarcely even looked about her at all, indeed, during the few minutes, she waited for Mr. John Pendleton to appear.",Middle
"The birds and the monkey-people went north early in the year, for they knew what was coming; and the deer and the wild pig broke far away to the perished fields of the villages, dying sometimes before the eyes of men too weak to kill them. Chil, the Kite, stayed and grew fat, for there was a great deal of carrion, and evening after evening he brought the news to the beasts, too weak to force their way to fresh hunting-grounds, that the sun was killing the Jungle for three days’ flight in every direction.",Middle 
"In good seasons, when water was plentiful, those who came down to drink at the Waingunga—or anywhere else, for that matter—did so at the risk of their lives, and that risk made no small part of the fascination of the night’s doings. To move down so cunningly that never a leaf stirred; to wade knee-deep in the roaring shallows that drown all noise from behind; to drink, looking backward over one shoulder, every muscle ready for the first desperate bound of keen terror; to roll on the sandy margin, and return, wet-muzzled and well plumped out, to the admiring herd, was a thing that all tall-antlered young bucks took a delight in, precisely because they knew that at any moment Bagheera or Shere Khan might leap upon them and bear them down.",Middle 
"“It is an evil time,” said the Black Panther, one furnace-hot evening, “but it will go if we can live till the end. Is thy stomach full, Man-cub?”",Middle 
"Mowgli laughed. “Yes, we be great hunters now,” said he. “I am very bold—to eat grubs,” and the two came down together through the crackling undergrowth to the river-bank and the lace-work of shoals that ran out from it in every direction.",Middle 
"“WE wish so, very greatly,” bleated a young fawn, who had only been born that spring, and did not at all like it. Wretched as the Jungle People were, even Hathi could not help chuckling; while Mowgli, lying on his elbows in the warm water, laughed aloud, and beat up the scum with his feet.",Middle 
"Gradually the talking spread up and down the drinking-places. One could hear the scuffling, snorting pig asking for more room; the buffaloes grunting among themselves as they lurched out across the sand-bars, and the deer telling pitiful stories of their long foot-sore wanderings in quest of food. Now and again they asked some question of the Eaters of Flesh across the river, but all the news was bad, and the roaring hot wind of the Jungle came and went between the rocks and the rattling branches, and scattered twigs, and dust on the water.",Middle 
"“Nay, I meant no harm, Baloo; but only that thou art, as it were, like the cocoanut in the husk, and I am the same cocoanut all naked. Now that brown husk of thine——” Mowgli was sitting cross-legged, and explaining things with his forefinger in his usual way, when Bagheera put out a paddy paw and pulled him over backward into the water.",Middle 
"Mowgli looked—stared, rather—as insolently as he knew how, and in a minute Shere Khan turned away uneasily. “Man-cub this, and Man-cub that,” he rumbled, going on with his drink, “the cub is neither man nor cub, or he would have been afraid. Next season I shall have to beg his leave for a drink. Augrh!”",Middle 
"The last words rang out like silver trumpets, and Hathi’s three sons rolled forward half a pace, though there was no need. Shere Khan slunk away, not daring to growl, for he knew—what every one else knows—that when the last comes to the last, Hathi is the Master of the Jungle.",Middle 
"“And the Lord of the Jungle was Tha, the First of the Elephants. He drew the Jungle out of deep waters with his trunk; and where he made furrows in the ground with his tusks, there the rivers ran; and where he struck with his foot, there rose ponds of good water; and when he blew through his trunk,—thus,—the trees fell. That was the manner in which the Jungle was made by Tha; and so the tale was told to me.”",Middle 
